county,date,other,delta,omicron,alpha,epsilon,gamma,iota,zeta,beta,mu
Santa Clara,2021-12-19,3,52,83,0,0,0,0,0,0,0
Santa Clara,2021-12-20,2,51,109,0,0,0,0,0,0,0
Santa Clara,2021-12-21,2,53,199,0,0,0,0,0,0,0
Santa Clara,2021-12-22,5,37,238,0,0,0,1,0,0,0
Santa Clara,2021-12-23,0,20,164,0,0,0,0,0,0,0
Santa Clara,2021-12-24,3,8,47,0,0,0,0,0,0,0
Santa Clara,2021-12-25,1,0,7,0,0,0,0,0,0,0
Santa Clara,2021-12-26,2,24,198,0,0,0,0,0,0,0
Santa Clara,2021-12-27,7,24,322,0,2,0,0,0,0,0
Santa Clara,2021-12-28,3,11,66,1,1,0,0,0,0,0
Santa Clara,2021-12-29,5,11,78,0,1,0,0,0,0,0
Santa Clara,2021-12-30,0,9,84,0,0,0,1,0,0,0
Santa Clara,2021-12-31,9,11,133,0,0,0,0,0,0,0
Santa Clara,2022-01-01,3,1,31,0,0,0,0,0,0,0
Santa Clara,2022-01-02,4,9,174,1,0,0,0,0,0,0
Santa Clara,2022-01-03,6,14,195,0,1,0,0,0,0,0
Santa Clara,2022-01-04,7,9,428,0,0,0,0,0,0,0
Santa Clara,2022-01-05,1,8,73,0,1,0,1,0,0,0
Santa Clara,2022-01-06,4,5,79,0,0,0,0,0,0,0
Santa Clara,2022-01-07,10,11,118,0,0,0,0,0,0,0
Santa Clara,2022-01-08,1,4,39,0,0,0,0,0,0,0
Santa Clara,2022-01-09,1,2,79,0,0,0,0,0,0,0
Santa Clara,2022-01-10,1,8,96,0,0,0,0,0,0,0
Santa Clara,2022-01-11,4,3,61,1,0,0,1,0,0,0
Santa Clara,2022-01-12,7,5,61,1,0,1,0,0,0,0
Santa Clara,2022-01-13,4,3,59,0,0,0,0,0,0,0
Santa Clara,2022-01-14,3,3,64,2,1,0,0,0,0,0
Santa Clara,2022-01-15,4,2,307,0,0,0,0,0,0,0
Santa Clara,2022-01-16,0,6,364,0,0,0,0,0,0,0
Santa Clara,2022-01-17,4,6,497,0,1,0,0,0,0,0
Santa Clara,2022-01-18,1,2,69,1,0,0,0,0,0,0
Santa Clara,2022-01-19,8,5,94,0,0,0,0,0,0,0
Santa Clara,2022-01-20,3,4,87,0,0,0,0,0,0,0
Santa Clara,2022-01-21,4,6,53,0,1,0,0,0,0,0
Santa Clara,2022-01-22,3,3,410,1,0,0,0,0,0,0
Santa Clara,2022-01-23,2,3,72,0,0,0,0,0,0,0
Santa Clara,2022-01-24,6,1,261,0,1,1,0,0,0,0
Santa Clara,2022-01-25,7,4,85,0,0,0,0,0,0,0
Santa Clara,2022-01-26,1,1,55,0,1,0,0,0,0,0
Santa Clara,2022-01-27,3,3,55,0,0,0,0,0,0,0
Santa Clara,2022-01-28,3,1,63,1,0,0,0,0,0,1
Santa Clara,2022-01-29,1,1,329,0,0,0,0,0,0,0
Santa Clara,2022-01-30,2,1,396,0,0,0,0,0,0,0
Santa Clara,2022-01-31,5,1,353,0,0,0,0,0,0,0
Santa Clara,2022-02-01,11,4,173,0,0,0,0,0,0,0
Santa Clara,2022-02-02,10,1,182,0,0,0,0,0,0,0
Santa Clara,2022-02-03,7,2,102,0,0,0,1,0,0,0
Santa Clara,2022-02-04,1,3,115,0,0,0,0,0,0,0
Santa Clara,2022-02-05,2,0,61,0,0,0,0,0,0,0
Santa Clara,2022-02-06,0,3,111,0,0,0,0,0,0,0
Santa Clara,2022-02-07,9,1,338,0,1,0,0,0,0,0
Santa Clara,2022-02-08,5,1,281,0,0,0,0,0,0,0
Santa Clara,2022-02-09,4,1,293,0,1,0,0,0,0,0
Santa Clara,2022-02-10,6,0,237,0,0,0,0,0,0,0
Santa Clara,2022-02-11,8,1,216,0,0,0,0,0,0,0
Santa Clara,2022-02-12,5,0,200,0,0,0,0,0,0,0
Santa Clara,2022-02-13,2,0,167,0,0,0,0,0,0,0
Santa Clara,2022-02-14,5,0,166,0,0,0,0,0,0,0
Santa Clara,2022-02-15,5,0,168,0,0,0,0,0,0,0
Santa Clara,2022-02-16,6,1,177,0,0,0,0,0,0,0
Santa Clara,2022-02-17,1,0,125,0,0,0,0,0,0,0
Santa Clara,2022-02-18,0,0,127,0,0,0,0,0,0,0
Santa Clara,2022-02-19,0,0,81,0,0,0,0,0,0,0
Santa Clara,2022-02-20,0,0,91,0,0,0,0,0,0,0
Santa Clara,2022-02-21,1,0,41,0,0,0,0,0,0,0
Santa Clara,2022-02-22,1,0,140,0,0,0,0,0,0,0
Santa Clara,2022-02-23,1,0,87,0,0,0,0,0,0,0
Santa Clara,2022-02-24,1,0,33,0,0,0,0,0,0,0
Santa Clara,2022-02-25,0,0,37,0,0,0,0,0,0,0
Santa Clara,2022-02-26,0,0,21,0,0,0,0,0,0,0
Santa Clara,2022-02-27,0,0,23,0,0,0,0,0,0,0
Santa Clara,2022-02-28,4,0,39,0,0,0,0,0,0,0
Santa Clara,2022-03-01,1,0,53,0,0,0,0,0,0,0
Santa Clara,2022-03-02,2,0,23,0,0,0,0,0,0,0
Santa Clara,2022-03-03,2,0,41,0,0,0,0,0,0,0
Santa Clara,2022-03-04,3,0,25,0,0,0,0,0,0,0
Santa Clara,2022-03-05,1,0,8,0,0,0,0,0,0,0
Santa Clara,2022-03-06,0,0,10,0,0,0,0,0,0,0
Santa Clara,2022-03-07,2,0,23,0,0,0,0,0,0,0
Santa Clara,2022-03-08,6,0,26,0,0,0,0,0,0,0
Santa Clara,2022-03-09,5,0,26,0,0,0,0,0,0,0
Santa Clara,2022-03-10,0,0,20,0,0,0,0,0,0,0
Santa Clara,2022-03-11,0,0,22,0,0,0,0,0,0,0
Santa Clara,2022-03-12,1,0,13,0,0,0,0,0,0,0
Santa Clara,2022-03-13,0,0,11,0,0,0,0,0,0,0
Santa Clara,2022-03-14,1,0,14,0,0,0,0,0,0,0
Santa Clara,2022-03-15,1,0,15,0,0,0,0,0,0,0
Santa Clara,2022-03-16,5,0,23,0,0,0,0,0,0,0
Santa Clara,2022-03-17,0,0,18,0,0,0,0,0,0,0
Santa Clara,2022-03-18,1,0,24,0,0,0,0,0,0,0
Santa Clara,2022-03-19,0,0,24,0,0,0,0,0,0,0
Santa Clara,2022-03-20,4,0,22,0,0,0,0,0,0,0
Santa Clara,2022-03-21,1,0,38,0,0,0,0,0,0,0
Santa Clara,2022-03-22,1,0,31,0,0,0,0,0,0,0
Santa Clara,2022-03-23,0,0,28,0,0,0,0,0,0,0
Santa Clara,2022-03-24,0,0,31,0,0,0,0,0,0,0
Santa Clara,2022-03-25,1,0,18,0,0,0,0,0,0,0
Santa Clara,2022-03-26,0,0,29,0,0,0,0,0,0,0
Santa Clara,2022-03-27,3,0,30,0,0,0,0,0,0,0
Santa Clara,2022-03-28,0,0,31,0,0,0,0,0,0,0
Santa Clara,2022-03-29,1,0,63,0,0,0,0,0,0,0
Santa Clara,2022-03-30,7,0,63,0,0,0,0,0,0,0
Santa Clara,2022-03-31,0,0,29,0,0,0,0,0,0,0
Santa Clara,2022-04-01,2,0,28,0,0,0,0,0,0,0
Santa Clara,2022-04-02,1,0,15,0,0,0,0,0,0,0
Santa Clara,2022-04-03,0,0,15,0,0,0,0,0,0,0
Santa Clara,2022-04-04,1,0,63,0,0,0,0,0,0,0
Santa Clara,2022-04-05,2,0,78,0,0,0,0,0,0,0
Santa Clara,2022-04-06,3,0,88,0,0,0,0,0,0,0
Santa Clara,2022-04-07,1,0,59,0,0,0,0,0,0,0
Santa Clara,2022-04-08,0,0,77,0,0,0,0,0,0,0
Santa Clara,2022-04-09,0,0,54,0,0,0,0,0,0,0
Santa Clara,2022-04-10,1,0,47,0,0,0,0,0,0,0
Santa Clara,2022-04-11,1,0,78,0,0,0,0,0,0,0
Santa Clara,2022-04-12,2,0,80,0,0,0,0,0,0,0
Santa Clara,2022-04-13,3,0,73,0,0,0,0,0,0,0
Santa Clara,2022-04-14,1,0,55,0,0,0,0,0,0,0
Santa Clara,2022-04-15,1,0,55,0,0,0,0,0,0,0
Santa Clara,2022-04-16,3,0,35,0,0,0,0,0,0,0
Santa Clara,2022-04-17,1,0,15,0,0,0,0,0,0,0
Santa Clara,2022-04-18,2,0,28,0,0,0,0,0,0,0
Santa Clara,2022-04-19,3,0,11,0,0,0,0,0,0,0
Santa Clara,2022-04-20,4,0,9,0,0,0,0,0,0,0
Santa Clara,2022-04-21,3,0,22,0,0,0,0,0,0,0
Santa Clara,2022-04-22,4,0,19,0,0,0,0,0,0,0
Santa Clara,2022-04-23,3,0,10,0,0,0,0,0,0,0
Santa Clara,2022-04-24,0,0,10,0,0,0,0,0,0,0
Santa Clara,2022-04-25,4,0,19,0,0,0,0,0,0,0
Santa Clara,2022-04-26,5,0,19,0,0,0,0,0,0,0
Santa Clara,2022-04-27,7,0,13,0,0,0,0,0,0,0
Santa Clara,2022-04-28,4,0,10,0,0,0,0,0,0,0
Santa Clara,2022-04-29,2,0,18,0,0,0,0,0,0,0
Santa Clara,2022-04-30,1,0,4,0,0,0,0,0,0,0
Santa Clara,2022-05-01,2,0,8,0,0,0,0,0,0,0
Santa Clara,2022-05-02,6,0,10,0,0,0,0,0,0,0
Santa Clara,2022-05-03,4,0,12,0,0,0,0,0,0,0
Santa Clara,2022-05-04,2,0,15,0,0,0,0,0,0,0
Santa Clara,2022-05-05,5,0,11,0,0,0,0,0,0,0
Santa Clara,2022-05-06,3,0,4,0,0,0,0,0,0,0
Santa Clara,2022-05-07,1,0,1,0,0,0,0,0,0,0
Santa Clara,2022-05-08,0,0,3,0,0,0,0,0,0,0
Santa Clara,2022-05-09,0,0,2,0,0,0,0,0,0,0
Santa Clara,2022-05-12,0,0,1,0,0,0,0,0,0,0
Santa Clara,2022-05-13,0,0,2,0,0,0,0,0,0,0
Santa Clara,2022-05-14,0,0,1,0,0,0,0,0,0,0
Santa Clara,2022-05-24,0,0,1,0,0,0,0,0,0,0
Santa Cruz,2021-12-01,1,11,0,0,0,0,0,0,0,0
Santa Cruz,2021-12-02,0,9,0,0,0,0,0,0,0,0
Santa Cruz,2021-12-03,0,6,0,0,0,0,0,0,0,0
Santa Cruz,2021-12-04,0,11,0,0,0,0,0,0,0,0
Santa Cruz,2021-12-05,0,3,0,0,0,0,0,0,0,0
Santa Cruz,2021-12-06,1,7,0,0,0,0,0,0,0,0
Santa Cruz,2021-12-07,0,3,0,0,0,0,0,0,0,0
Santa Cruz,2021-12-08,3,15,0,0,0,0,0,0,0,0
Santa Cruz,2021-12-09,0,5,0,0,0,0,0,0,0,0
Santa Cruz,2021-12-10,1,9,1,0,0,0,0,0,0,0
Santa Cruz,2021-12-11,0,3,0,0,0,0,0,0,0,0
Santa Cruz,2021-12-12,0,3,0,0,0,0,0,0,0,0
Santa Cruz,2021-12-13,0,5,2,0,0,0,0,0,0,0
Santa Cruz,2021-12-14,1,11,0,0,0,0,0,0,0,0
Santa Cruz,2021-12-15,2,11,2,0,0,0,0,0,0,0
Santa Cruz,2021-12-16,1,11,2,0,0,0,0,0,0,0
Santa Cruz,2021-12-17,0,7,1,0,0,0,0,0,0,0
Santa Cruz,2021-12-18,0,1,3,0,0,0,0,0,0,0
Santa Cruz,2021-12-21,0,1,1,0,0,0,0,0,0,0
Santa Cruz,2021-12-22,0,0,1,0,0,0,0,0,0,0
Santa Cruz,2021-12-23,0,3,6,0,0,0,0,0,0,0
Santa Cruz,2021-12-24,0,0,1,0,0,0,0,0,0,0
Santa Cruz,2021-12-26,0,1,0,0,0,0,0,0,0,0
Santa Cruz,2021-12-27,0,0,7,0,0,0,0,0,0,0
Santa Cruz,2021-12-28,0,0,4,0,0,0,0,0,0,0
Santa Cruz,2021-12-29,0,0,2,0,1,0,0,0,0,0
Santa Cruz,2021-12-30,2,0,5,0,1,0,0,0,0,0
Santa Cruz,2021-12-31,0,0,1,0,0,0,0,0,0,0
Santa Cruz,2022-01-01,0,1,0,0,0,0,0,0,0,0
Santa Cruz,2022-01-02,1,0,0,0,0,0,0,0,0,0
Santa Cruz,2022-01-03,3,0,74,0,0,0,0,0,0,0
Santa Cruz,2022-01-04,2,1,2,0,0,0,0,0,0,0
Santa Cruz,2022-01-05,1,0,0,0,0,0,0,0,0,0
Santa Cruz,2022-01-06,4,2,9,0,0,0,0,0,0,0
Santa Cruz,2022-01-07,3,1,5,0,1,0,0,0,0,0
Santa Cruz,2022-01-08,1,0,1,0,0,0,0,0,0,0
Santa Cruz,2022-01-09,0,1,24,0,1,0,0,0,0,0
Santa Cruz,2022-01-10,0,0,1,0,0,0,0,0,0,0
Santa Cruz,2022-01-11,3,0,3,0,0,0,0,0,0,0
Santa Cruz,2022-01-12,1,1,0,0,1,0,0,0,0,0
Santa Cruz,2022-01-13,2,0,1,0,2,0,0,0,0,0
Santa Cruz,2022-01-14,3,1,5,0,2,0,0,0,0,0
Santa Cruz,2022-01-15,0,0,2,0,0,0,0,0,0,0
Santa Cruz,2022-01-16,1,0,1,0,0,0,0,0,0,0
Santa Cruz,2022-01-17,0,0,4,0,0,0,0,0,0,0
Santa Cruz,2022-01-18,0,0,2,0,1,0,0,0,0,0
Santa Cruz,2022-01-19,0,2,0,0,0,0,0,0,0,0
Santa Cruz,2022-01-20,2,0,2,0,0,0,0,0,0,0
Santa Cruz,2022-01-21,2,0,6,0,0,0,0,0,0,0
Santa Cruz,2022-01-22,0,1,4,0,1,0,0,0,0,0
Santa Cruz,2022-01-23,0,0,9,0,1,0,0,0,0,0
Santa Cruz,2022-01-24,0,0,9,0,1,0,0,0,0,0
Santa Cruz,2022-01-25,4,0,10,0,0,0,0,0,0,0
Santa Cruz,2022-01-26,2,0,3,0,0,0,0,0,0,0
Santa Cruz,2022-01-27,0,0,4,0,0,0,0,0,0,0
Santa Cruz,2022-01-28,1,0,7,0,0,0,0,0,0,0
Santa Cruz,2022-01-29,1,0,8,0,0,0,0,0,0,0
Santa Cruz,2022-01-30,2,0,16,0,0,0,0,0,0,0
Santa Cruz,2022-01-31,2,0,25,0,0,0,0,0,0,0
Santa Cruz,2022-02-01,1,0,11,0,0,0,0,0,0,0
Santa Cruz,2022-02-02,0,0,17,0,0,1,0,0,0,0
Santa Cruz,2022-02-03,2,0,13,0,0,0,0,0,0,0
Santa Cruz,2022-02-04,2,0,7,0,0,0,0,0,0,0
Santa Cruz,2022-02-05,0,0,3,0,0,0,0,0,0,0
Santa Cruz,2022-02-06,2,0,10,0,0,0,0,0,0,0
Santa Cruz,2022-02-07,5,0,16,0,0,0,0,0,0,0
Santa Cruz,2022-02-08,1,0,16,0,0,0,0,0,0,0
Santa Cruz,2022-02-09,1,0,23,0,0,0,0,0,0,0
Santa Cruz,2022-02-10,2,1,22,0,0,0,0,0,0,0
Santa Cruz,2022-02-11,0,0,14,0,0,0,0,0,0,0
Santa Cruz,2022-02-12,0,0,7,0,0,0,0,0,0,0
Santa Cruz,2022-02-13,2,0,9,0,0,0,0,0,0,0
Santa Cruz,2022-02-14,0,0,15,0,0,0,0,0,0,0
Santa Cruz,2022-02-15,0,0,12,0,0,0,0,0,0,0
Santa Cruz,2022-02-16,1,0,17,0,0,0,0,0,0,0
Santa Cruz,2022-02-17,3,0,15,0,0,0,0,0,0,0
Santa Cruz,2022-02-18,0,0,13,0,0,0,0,0,0,0
Santa Cruz,2022-02-19,0,0,6,0,0,0,0,0,0,0
Santa Cruz,2022-02-20,0,0,2,0,0,0,0,0,0,0
Santa Cruz,2022-02-21,0,0,6,0,0,0,0,0,0,0
Santa Cruz,2022-02-22,0,0,8,0,0,0,0,0,0,0
Santa Cruz,2022-02-23,1,0,6,0,0,0,0,0,0,0
Santa Cruz,2022-02-24,0,0,3,0,0,0,0,0,0,0
Santa Cruz,2022-02-25,0,0,6,0,0,0,0,0,0,0
Santa Cruz,2022-02-26,0,0,7,0,0,0,0,0,0,0
Santa Cruz,2022-02-27,0,0,1,0,0,0,0,0,0,0
Santa Cruz,2022-02-28,0,0,3,0,0,0,0,0,0,0
Santa Cruz,2022-03-01,1,0,8,0,0,0,0,0,0,0
Santa Cruz,2022-03-02,0,0,8,0,0,0,0,0,0,0
Santa Cruz,2022-03-03,0,0,4,0,0,0,0,0,0,0
Santa Cruz,2022-03-04,0,0,5,0,0,0,0,0,0,0
Santa Cruz,2022-03-05,0,0,2,0,0,0,0,0,0,0
Santa Cruz,2022-03-07,0,0,3,0,0,0,0,0,0,0
Santa Cruz,2022-03-08,0,0,8,0,0,0,0,0,0,0
Santa Cruz,2022-03-09,0,0,7,0,0,0,0,0,0,0
Santa Cruz,2022-03-10,1,0,3,0,0,0,0,0,0,0
Santa Cruz,2022-03-11,1,0,9,0,0,0,0,0,0,0
Santa Cruz,2022-03-12,0,0,6,0,0,0,0,0,0,0
Santa Cruz,2022-03-14,0,0,2,0,0,0,0,0,0,0
Santa Cruz,2022-03-15,1,0,1,0,0,0,0,0,0,0
Santa Cruz,2022-03-16,0,0,7,0,0,0,0,0,0,0
Santa Cruz,2022-03-17,0,0,2,0,0,0,0,0,0,0
Santa Cruz,2022-03-18,0,0,4,0,0,0,0,0,0,0
Santa Cruz,2022-03-19,0,0,1,0,0,0,0,0,0,0
Santa Cruz,2022-03-20,0,0,1,0,0,0,0,0,0,0
Santa Cruz,2022-03-21,0,0,6,0,0,0,0,0,0,0
Santa Cruz,2022-03-22,0,0,2,0,0,0,0,0,0,0
Santa Cruz,2022-03-23,0,0,2,0,0,0,0,0,0,0
Santa Cruz,2022-03-24,1,0,3,0,0,0,0,0,0,0
Santa Cruz,2022-03-25,0,0,3,0,0,0,0,0,0,0
Santa Cruz,2022-03-26,0,0,6,0,0,0,0,0,0,0
Santa Cruz,2022-03-27,0,0,2,0,0,0,0,0,0,0
Santa Cruz,2022-03-28,0,0,1,0,0,0,0,0,0,0
Santa Cruz,2022-03-29,1,0,2,0,0,0,0,0,0,0
Santa Cruz,2022-03-30,1,0,4,0,0,0,0,0,0,0
Santa Cruz,2022-03-31,0,0,2,0,0,0,0,0,0,0
Santa Cruz,2022-04-01,0,0,1,0,0,0,0,0,0,0
Santa Cruz,2022-04-02,0,0,2,0,0,0,0,0,0,0
Santa Cruz,2022-04-03,0,0,1,0,0,0,0,0,0,0
Santa Cruz,2022-04-04,0,0,6,0,0,0,0,0,0,0
Santa Cruz,2022-04-05,1,0,6,0,0,0,0,0,0,0
Santa Cruz,2022-04-06,0,0,1,0,0,0,0,0,0,0
Santa Cruz,2022-04-07,0,0,2,0,0,0,0,0,0,0
Santa Cruz,2022-04-08,2,0,4,0,0,0,0,0,0,0
Santa Cruz,2022-04-09,0,0,1,0,0,0,0,0,0,0
Santa Cruz,2022-04-10,1,0,2,0,0,0,0,0,0,0
Santa Cruz,2022-04-11,0,0,6,0,0,0,0,0,0,0
Santa Cruz,2022-04-12,0,0,6,0,0,0,0,0,0,0
Santa Cruz,2022-04-13,0,0,7,0,0,0,0,0,0,0
Santa Cruz,2022-04-15,2,0,4,0,0,0,0,0,0,0
Santa Cruz,2022-04-16,0,0,1,0,0,0,0,0,0,0
Santa Cruz,2022-04-17,0,0,2,0,0,0,0,0,0,0
Santa Cruz,2022-04-18,0,0,4,0,0,0,0,0,0,0
Santa Cruz,2022-04-19,1,0,2,0,0,0,0,0,0,0
Santa Cruz,2022-04-20,1,0,1,0,0,0,0,0,0,0
Santa Cruz,2022-04-22,1,0,2,0,0,0,0,0,0,0
Santa Cruz,2022-04-23,0,0,2,0,0,0,0,0,0,0
Santa Cruz,2022-04-24,0,0,3,0,0,0,0,0,0,0
Santa Cruz,2022-04-25,0,0,1,0,0,0,0,0,0,0
Santa Cruz,2022-04-26,0,0,5,0,0,0,0,0,0,0
Santa Cruz,2022-04-27,0,0,1,0,0,0,0,0,0,0
Santa Cruz,2022-04-28,0,0,4,0,0,0,0,0,0,0
Santa Cruz,2022-04-29,0,0,3,0,0,0,0,0,0,0
Santa Cruz,2022-04-30,0,0,4,0,0,0,0,0,0,0
Santa Cruz,2022-05-01,1,0,1,0,0,0,0,0,0,0
Santa Cruz,2022-05-02,0,0,1,0,0,0,0,0,0,0
Santa Cruz,2022-05-03,0,0,1,0,0,0,0,0,0,0
Santa Cruz,2022-05-04,0,0,5,0,0,0,0,0,0,0
Santa Cruz,2022-05-06,0,0,2,0,0,0,0,0,0,0
Santa Cruz,2022-05-09,1,0,0,0,0,0,0,0,0,0
Shasta,2021-12-01,0,7,0,0,0,0,0,0,0,0
Shasta,2021-12-03,0,4,0,0,0,0,0,0,0,0
Shasta,2021-12-04,0,1,0,0,0,0,0,0,0,0
Shasta,2021-12-06,1,1,0,0,0,0,0,0,0,0
Shasta,2021-12-08,0,1,0,0,0,0,0,0,0,0
Shasta,2021-12-11,1,0,0,0,0,0,0,0,0,0
Shasta,2021-12-13,1,3,0,0,0,0,0,0,0,0
Shasta,2021-12-14,0,4,0,0,0,0,0,0,0,0
Shasta,2021-12-16,0,1,4,0,0,0,0,0,0,0
Shasta,2021-12-17,0,1,0,0,0,0,0,0,0,0
Shasta,2021-12-18,0,1,0,0,0,0,0,0,0,0
Shasta,2021-12-20,0,1,1,0,0,0,0,0,0,0
Shasta,2021-12-21,0,3,0,0,0,0,0,0,0,0
Shasta,2021-12-22,0,0,1,0,0,0,0,0,0,0
Shasta,2021-12-23,0,1,0,0,0,0,0,0,0,0
Shasta,2021-12-26,0,1,0,0,0,0,0,0,0,0
Shasta,2021-12-27,0,0,1,0,0,0,0,0,0,0
Shasta,2021-12-28,0,1,0,0,0,0,0,0,0,0
Shasta,2021-12-29,0,2,1,0,0,0,0,0,0,0
Shasta,2021-12-30,1,0,1,0,0,0,0,0,0,0
Shasta,2022-01-01,1,0,0,0,0,0,0,0,0,0
Shasta,2022-01-03,0,2,7,0,0,0,0,0,0,0
Shasta,2022-01-04,0,1,0,1,0,0,0,0,0,0
Shasta,2022-01-05,1,0,1,0,0,0,0,0,0,0
Shasta,2022-01-06,1,0,1,0,0,0,0,0,0,0
Shasta,2022-01-07,0,0,1,0,0,0,0,0,0,0
Shasta,2022-01-10,1,0,0,0,0,0,0,0,0,0
Shasta,2022-01-11,4,0,1,0,0,0,0,0,0,0
Shasta,2022-01-12,0,0,2,0,0,0,0,0,0,0
Shasta,2022-01-13,0,0,13,0,0,0,0,0,0,0
Shasta,2022-01-14,1,0,0,0,0,0,0,0,0,0
Shasta,2022-01-16,0,0,1,0,0,0,0,0,0,0
Shasta,2022-01-17,1,0,3,0,0,0,0,0,0,0
Shasta,2022-01-18,1,0,3,0,0,0,0,0,0,0
Shasta,2022-01-20,0,0,1,0,0,0,0,0,0,0
Shasta,2022-01-21,1,0,0,0,0,0,0,0,0,0
Shasta,2022-01-24,1,0,4,0,0,0,0,0,0,0
Shasta,2022-01-25,5,0,2,0,0,0,0,0,0,0
Shasta,2022-01-26,1,0,3,0,0,0,0,0,0,0
Shasta,2022-01-27,0,0,4,0,0,0,0,0,0,0
Shasta,2022-01-28,2,0,3,0,0,0,0,0,0,0
Shasta,2022-01-31,0,0,20,0,0,0,0,0,0,0
Shasta,2022-02-01,2,0,13,0,0,0,0,0,0,0
Shasta,2022-02-02,0,0,10,0,0,0,0,0,0,0
Shasta,2022-02-03,1,0,4,0,0,0,0,0,0,0
Shasta,2022-02-04,0,1,0,0,0,0,0,0,0,0
Shasta,2022-02-05,0,0,5,0,0,0,0,0,0,0
Shasta,2022-02-06,0,0,2,0,0,0,0,0,0,0
Shasta,2022-02-07,2,1,15,0,0,0,0,0,0,0
Shasta,2022-02-08,1,0,8,0,0,0,0,0,0,0
Shasta,2022-02-09,0,0,12,0,0,0,0,0,0,0
Shasta,2022-02-10,1,0,12,0,0,0,0,0,0,0
Shasta,2022-02-11,1,0,6,0,0,0,0,0,0,0
Shasta,2022-02-12,0,0,4,0,0,0,0,0,0,0
Shasta,2022-02-13,0,0,3,0,0,0,0,0,0,0
Shasta,2022-02-14,2,0,14,0,0,0,0,0,0,0
Shasta,2022-02-15,2,0,10,0,0,0,0,0,0,0
Shasta,2022-02-16,1,0,3,0,0,0,0,0,0,0
Shasta,2022-02-17,0,0,3,0,0,0,0,0,0,0
Shasta,2022-02-18,0,0,3,0,0,0,0,0,0,0
Shasta,2022-02-19,0,0,1,0,0,0,0,0,0,0
Shasta,2022-02-20,0,0,2,0,0,0,0,0,0,0
Shasta,2022-02-21,1,0,4,0,0,0,0,0,0,0
Shasta,2022-02-22,1,0,5,0,0,0,0,0,0,0
Shasta,2022-02-23,0,0,1,0,0,0,0,0,0,0
Shasta,2022-02-24,1,0,2,0,0,0,0,0,0,0
Shasta,2022-02-25,0,0,4,0,0,0,0,0,0,0
Shasta,2022-02-26,0,0,1,0,0,0,0,0,0,0
Shasta,2022-02-28,1,0,0,0,0,0,0,0,0,0
Shasta,2022-03-01,0,0,2,0,0,0,0,0,0,0
Shasta,2022-03-02,0,0,1,0,0,0,0,0,0,0
Shasta,2022-03-03,1,0,0,0,0,0,0,0,0,0
Shasta,2022-03-04,0,0,1,0,0,0,0,0,0,0
Shasta,2022-03-05,0,0,1,0,0,0,0,0,0,0
Shasta,2022-03-06,0,0,2,0,0,0,0,0,0,0
Shasta,2022-03-09,0,0,1,0,0,0,0,0,0,0
Shasta,2022-03-10,0,0,1,0,0,0,0,0,0,0
Shasta,2022-03-11,0,0,1,0,0,0,0,0,0,0
Shasta,2022-03-13,0,0,1,0,0,0,0,0,0,0
Shasta,2022-03-15,1,0,0,0,0,0,0,0,0,0
Shasta,2022-03-16,0,0,1,0,0,0,0,0,0,0
Shasta,2022-03-21,0,0,2,0,0,0,0,0,0,0
Shasta,2022-03-22,1,0,1,0,0,0,0,0,0,0
Shasta,2022-03-23,0,0,2,0,0,0,0,0,0,0
Shasta,2022-03-25,0,0,1,0,0,0,0,0,0,0
Shasta,2022-03-28,0,0,1,0,0,0,0,0,0,0
Shasta,2022-03-29,0,0,1,0,0,0,0,0,0,0
Shasta,2022-03-30,0,0,1,0,0,0,0,0,0,0
Shasta,2022-04-01,0,0,1,0,0,0,0,0,0,0
Shasta,2022-04-06,0,0,1,0,0,0,0,0,0,0
Shasta,2022-04-12,1,0,0,0,0,0,0,0,0,0
Shasta,2022-04-18,1,0,0,0,0,0,0,0,0,0
Shasta,2022-04-19,0,0,1,0,0,0,0,0,0,0
Shasta,2022-04-20,3,0,0,0,0,0,0,0,0,0
Shasta,2022-04-27,1,0,1,0,0,0,0,0,0,0
Sierra,2021-12-15,0,1,0,0,0,0,0,0,0,0
Sierra,2022-01-18,0,0,1,0,0,0,0,0,0,0
Sierra,2022-02-02,1,0,0,0,0,0,0,0,0,0
Sierra,2022-04-05,0,0,1,0,0,0,0,0,0,0
Siskiyou,2021-12-14,0,1,0,0,0,0,0,0,0,0
Siskiyou,2021-12-15,0,1,0,0,0,0,0,0,0,0
Siskiyou,2021-12-20,1,0,0,0,0,0,0,0,0,0
Siskiyou,2021-12-27,0,0,1,0,0,0,0,0,0,0
Siskiyou,2022-01-06,0,0,2,0,0,0,0,0,0,0
Siskiyou,2022-01-18,1,0,1,0,0,0,0,0,0,0
Siskiyou,2022-01-19,0,0,2,0,0,0,0,0,0,0
Siskiyou,2022-01-24,0,0,2,0,0,0,0,0,0,0
Siskiyou,2022-01-25,0,0,1,0,0,0,0,0,0,0
Siskiyou,2022-01-26,0,0,1,0,0,0,0,0,0,0
Siskiyou,2022-01-27,0,0,2,0,0,0,0,0,0,0
Siskiyou,2022-01-28,0,0,1,0,0,0,0,0,0,0
Siskiyou,2022-01-31,0,0,2,0,0,0,0,0,0,0
Siskiyou,2022-02-14,0,0,2,0,0,0,0,0,0,0
Siskiyou,2022-02-15,0,0,1,0,0,0,0,0,0,0
Siskiyou,2022-02-18,1,0,0,0,0,0,0,0,0,0
Siskiyou,2022-05-05,0,0,1,0,0,0,0,0,0,0
