county,time,start_date,end_date,cases,deaths,est_cases,est_deaths,cumulative_deaths,hospitalized,icu
Inyo,13,2022-09-05,2022-09-11,15,0,15,0,59,1,0
Inyo,14,2022-09-12,2022-09-18,7,1,7,1,60,0,0
Inyo,15,2022-09-19,2022-09-25,4,0,4,0,60,0,0
Inyo,16,2022-09-26,2022-10-02,8,0,8,0,60,1,1
Inyo,17,2022-10-03,2022-10-09,4,0,4,0,60,0,0
Inyo,18,2022-10-10,2022-10-16,5,0,5,0,60,1,0
Inyo,19,2022-10-17,2022-10-23,4,0,4,0,60,0,0
Inyo,20,2022-10-24,2022-10-30,7,0,7,0,60,0,0
Inyo,21,2022-10-31,2022-11-06,17,0,17,0,60,0,0
Inyo,22,2022-11-07,2022-11-13,7,0,7,0,60,0,0
Inyo,23,2022-11-14,2022-11-20,27,1,27,1,61,0,0
Inyo,24,2022-11-21,2022-11-27,32,0,33,0,61,1,0
Inyo,25,2022-11-28,2022-12-04,29,1,30,1,62,0,0
Inyo,26,2022-12-05,2022-12-11,22,0,23,0,62,1,0
Inyo,27,2022-12-12,2022-12-18,8,0,8,0,62,1,0
Inyo,28,2022-12-19,2022-12-25,15,0,16,0,62,0,0
Inyo,29,2022-12-26,2023-01-01,16,0,70,0,62,2,1
Kern,1,2022-06-13,2022-06-19,1564,5,1567,5,2358,45,10
Kern,2,2022-06-20,2022-06-26,1870,6,1874,6,2364,53,10
Kern,3,2022-06-27,2022-07-03,1923,5,1927,5,2369,59,6
Kern,4,2022-07-04,2022-07-10,2079,2,2083,2,2371,81,11
Kern,5,2022-07-11,2022-07-17,2310,8,2315,8,2379,88,17
Kern,6,2022-07-18,2022-07-24,2022,3,2027,3,2382,90,13
Kern,7,2022-07-25,2022-07-31,1745,6,1749,6,2388,90,12
Kern,8,2022-08-01,2022-08-07,1391,6,1395,6,2394,78,15
Kern,9,2022-08-08,2022-08-14,1258,8,1261,8,2402,80,11
Kern,10,2022-08-15,2022-08-21,974,4,977,4,2406,76,13
Kern,11,2022-08-22,2022-08-28,927,2,930,2,2408,66,9
Kern,12,2022-08-29,2022-09-04,773,4,776,4,2412,61,9
Kern,13,2022-09-05,2022-09-11,612,5,614,5,2417,54,10
Kern,14,2022-09-12,2022-09-18,469,5,471,5,2422,41,8
Kern,15,2022-09-19,2022-09-25,353,3,355,3,2425,41,8
Kern,16,2022-09-26,2022-10-02,294,3,296,3,2428,34,7
Kern,17,2022-10-03,2022-10-09,303,3,305,3,2431,26,2
Kern,18,2022-10-10,2022-10-16,218,0,220,0,2431,30,3
Kern,19,2022-10-17,2022-10-23,263,1,265,1,2432,27,4
Kern,20,2022-10-24,2022-10-30,311,3,314,3,2435,21,3
Kern,21,2022-10-31,2022-11-06,423,1,428,1,2436,34,4
Kern,22,2022-11-07,2022-11-13,434,1,439,1,2437,34,5
Kern,23,2022-11-14,2022-11-20,513,3,520,3,2440,64,9
Kern,24,2022-11-21,2022-11-27,574,3,584,4,2443,63,7
Kern,25,2022-11-28,2022-12-04,816,2,832,2,2445,61,8
Kern,26,2022-12-05,2022-12-11,863,0,885,0,2445,62,5
Kern,27,2022-12-12,2022-12-18,936,0,968,0,2445,62,6
Kern,28,2022-12-19,2022-12-25,667,0,707,0,2445,66,11
Kern,29,2022-12-26,2023-01-01,727,0,1436,0,2445,71,9
Kings,1,2022-06-13,2022-06-19,397,1,398,1,449,4,0
Kings,2,2022-06-20,2022-06-26,454,0,455,0,449,8,0
Kings,3,2022-06-27,2022-07-03,520,0,521,0,449,5,0
Kings,4,2022-07-04,2022-07-10,579,3,580,3,452,12,1
Kings,5,2022-07-11,2022-07-17,744,0,746,0,452,12,0
Kings,6,2022-07-18,2022-07-24,584,2,585,2,454,14,0
Kings,7,2022-07-25,2022-07-31,622,0,623,0,454,8,1
Kings,8,2022-08-01,2022-08-07,495,0,496,0,454,12,3
Kings,9,2022-08-08,2022-08-14,373,0,374,0,454,9,1
Kings,10,2022-08-15,2022-08-21,355,1,356,1,455,6,1
Kings,11,2022-08-22,2022-08-28,327,0,328,0,455,5,0
Kings,12,2022-08-29,2022-09-04,272,0,273,0,455,5,0
Kings,13,2022-09-05,2022-09-11,205,1,206,1,456,5,0
Kings,14,2022-09-12,2022-09-18,155,2,156,2,458,5,0
Kings,15,2022-09-19,2022-09-25,105,1,106,1,459,2,0
Kings,16,2022-09-26,2022-10-02,91,0,91,0,459,2,0
Kings,17,2022-10-03,2022-10-09,83,1,83,1,460,1,1
Kings,18,2022-10-10,2022-10-16,76,0,77,0,460,2,1
Kings,19,2022-10-17,2022-10-23,80,0,81,0,460,6,0
Kings,20,2022-10-24,2022-10-30,124,0,125,0,460,4,1
Kings,21,2022-10-31,2022-11-06,116,1,117,1,461,10,2
Kings,22,2022-11-07,2022-11-13,200,1,203,1,462,7,0
Kings,23,2022-11-14,2022-11-20,283,2,287,2,464,4,0
Kings,24,2022-11-21,2022-11-27,218,0,222,0,464,10,0
Kings,25,2022-11-28,2022-12-04,311,0,317,0,464,8,0
Kings,26,2022-12-05,2022-12-11,281,1,288,1,465,8,1
Kings,27,2022-12-12,2022-12-18,212,1,219,2,466,9,1
Kings,28,2022-12-19,2022-12-25,206,0,218,0,466,5,0
Kings,29,2022-12-26,2023-01-01,199,0,366,0,466,5,1
Lake,1,2022-06-13,2022-06-19,130,0,130,0,140,3,1
Lake,2,2022-06-20,2022-06-26,116,0,116,0,140,1,0
Lake,3,2022-06-27,2022-07-03,115,2,115,2,142,3,1
Lake,4,2022-07-04,2022-07-10,112,0,112,0,142,1,0
Lake,5,2022-07-11,2022-07-17,125,0,125,0,142,0,0
Lake,6,2022-07-18,2022-07-24,134,0,134,0,142,6,2
Lake,7,2022-07-25,2022-07-31,135,1,135,1,143,6,1
Lake,8,2022-08-01,2022-08-07,102,0,102,0,143,3,1
Lake,9,2022-08-08,2022-08-14,97,0,97,0,143,5,2
Lake,10,2022-08-15,2022-08-21,94,1,94,1,144,3,1
Lake,11,2022-08-22,2022-08-28,94,1,94,1,145,0,0
Lake,12,2022-08-29,2022-09-04,68,2,68,2,147,3,0
Lake,13,2022-09-05,2022-09-11,39,0,39,0,147,5,0
Lake,14,2022-09-12,2022-09-18,43,0,43,0,147,0,0
Lake,15,2022-09-19,2022-09-25,24,0,24,0,147,0,0
Lake,16,2022-09-26,2022-10-02,33,1,33,1,148,2,0
Lake,17,2022-10-03,2022-10-09,23,0,23,0,148,1,0
Lake,18,2022-10-10,2022-10-16,28,0,28,0,148,1,0
Lake,19,2022-10-17,2022-10-23,24,0,24,0,148,2,1
Lake,20,2022-10-24,2022-10-30,21,0,21,0,148,2,1
Lake,21,2022-10-31,2022-11-06,42,0,42,0,148,4,2
Lake,22,2022-11-07,2022-11-13,44,0,45,0,148,0,0
Lake,23,2022-11-14,2022-11-20,64,0,65,0,148,1,1
Lake,24,2022-11-21,2022-11-27,42,0,43,0,148,1,0
Lake,25,2022-11-28,2022-12-04,61,0,62,0,148,2,0
Lake,26,2022-12-05,2022-12-11,60,0,61,0,148,3,1
Lake,27,2022-12-12,2022-12-18,55,0,57,0,148,5,0
Lake,28,2022-12-19,2022-12-25,59,0,63,0,148,4,1
Lake,29,2022-12-26,2023-01-01,39,0,103,0,148,4,0
Lassen,1,2022-06-13,2022-06-19,48,0,48,0,62,1,0
Lassen,2,2022-06-20,2022-06-26,55,0,55,0,62,1,0
Lassen,3,2022-06-27,2022-07-03,37,0,37,0,62,2,0
Lassen,4,2022-07-04,2022-07-10,47,1,47,1,63,5,0
Lassen,5,2022-07-11,2022-07-17,66,0,66,0,63,1,0
Lassen,6,2022-07-18,2022-07-24,52,0,52,0,63,0,0
Lassen,7,2022-07-25,2022-07-31,49,0,49,0,63,1,0
Lassen,8,2022-08-01,2022-08-07,155,0,155,0,63,0,0
Lassen,9,2022-08-08,2022-08-14,95,0,95,0,63,1,0
Lassen,10,2022-08-15,2022-08-21,50,0,50,0,63,0,0
Lassen,11,2022-08-22,2022-08-28,22,0,22,0,63,0,0
Lassen,12,2022-08-29,2022-09-04,27,0,27,0,63,0,0
Lassen,13,2022-09-05,2022-09-11,17,0,17,0,63,0,0
Lassen,14,2022-09-12,2022-09-18,8,0,8,0,63,0,0
Lassen,15,2022-09-19,2022-09-25,16,0,16,0,63,0,0
Lassen,16,2022-09-26,2022-10-02,7,0,7,0,63,0,0
Lassen,17,2022-10-03,2022-10-09,4,0,4,0,63,1,0
Lassen,18,2022-10-10,2022-10-16,6,0,6,0,63,1,0
Lassen,19,2022-10-17,2022-10-23,14,0,14,0,63,0,0
Lassen,20,2022-10-24,2022-10-30,17,0,17,0,63,1,0
Lassen,21,2022-10-31,2022-11-06,14,0,14,0,63,0,0
Lassen,22,2022-11-07,2022-11-13,20,1,20,1,64,0,0
Lassen,23,2022-11-14,2022-11-20,49,0,50,0,64,0,0
Lassen,24,2022-11-21,2022-11-27,21,0,21,0,64,0,0
Lassen,25,2022-11-28,2022-12-04,18,0,18,0,64,0,0
Lassen,26,2022-12-05,2022-12-11,15,0,15,0,64,0,0
Lassen,27,2022-12-12,2022-12-18,8,0,8,0,64,0,0
Lassen,28,2022-12-19,2022-12-25,27,0,29,0,64,0,0
Lassen,29,2022-12-26,2023-01-01,11,0,14,0,64,0,0
Los Angeles,1,2022-06-13,2022-06-19,27691,56,27741,56,32215,671,61
Los Angeles,2,2022-06-20,2022-06-26,31096,72,31155,72,32287,759,69
Los Angeles,3,2022-06-27,2022-07-03,36061,82,36132,82,32369,846,87
Los Angeles,4,2022-07-04,2022-07-10,38816,89,38897,89,32458,1079,97
Los Angeles,5,2022-07-11,2022-07-17,41808,112,41899,112,32570,1273,131
Los Angeles,6,2022-07-18,2022-07-24,37924,113,38010,113,32683,1235,124
Los Angeles,7,2022-07-25,2022-07-31,31811,132,31887,132,32815,1200,129
Los Angeles,8,2022-08-01,2022-08-07,26535,129,26602,129,32944,1097,122
Los Angeles,9,2022-08-08,2022-08-14,21801,113,21860,113,33057,1011,123
Los Angeles,10,2022-08-15,2022-08-21,18785,114,18840,115,33171,909,108
Los Angeles,11,2022-08-22,2022-08-28,16132,94,16183,95,33265,780,77
Los Angeles,12,2022-08-29,2022-09-04,12433,87,12476,88,33352,763,95
Los Angeles,13,2022-09-05,2022-09-11,10178,91,10218,92,33443,713,87
Los Angeles,14,2022-09-12,2022-09-18,8726,64,8764,65,33507,607,78
Los Angeles,15,2022-09-19,2022-09-25,7790,61,7828,62,33568,499,60
Los Angeles,16,2022-09-26,2022-10-02,7328,56,7367,57,33624,504,68
Los Angeles,17,2022-10-03,2022-10-09,5931,58,5967,60,33682,481,48
Los Angeles,18,2022-10-10,2022-10-16,5197,45,5234,47,33727,410,55
Los Angeles,19,2022-10-17,2022-10-23,5289,50,5333,53,33777,403,49
Los Angeles,20,2022-10-24,2022-10-30,5880,38,5937,40,33815,392,42
Los Angeles,21,2022-10-31,2022-11-06,7667,53,7753,57,33868,448,51
Los Angeles,22,2022-11-07,2022-11-13,9062,43,9176,47,33911,580,72
Los Angeles,23,2022-11-14,2022-11-20,12160,69,12335,78,33980,760,87
Los Angeles,24,2022-11-21,2022-11-27,16452,77,16725,91,34057,1007,110
Los Angeles,25,2022-11-28,2022-12-04,23483,96,23942,120,34153,1239,135
Los Angeles,26,2022-12-05,2022-12-11,17941,127,18386,182,34280,1226,139
Los Angeles,27,2022-12-12,2022-12-18,15168,101,15689,196,34381,1230,132
Los Angeles,28,2022-12-19,2022-12-25,12853,75,13628,355,34456,1158,142
Los Angeles,29,2022-12-26,2023-01-01,10798,32,19704,408,34488,1207,146
Madera,1,2022-06-13,2022-06-19,336,0,337,0,370,6,0
Madera,2,2022-06-20,2022-06-26,436,0,437,0,370,7,0
Madera,3,2022-06-27,2022-07-03,383,0,384,0,370,11,1
Madera,4,2022-07-04,2022-07-10,451,0,452,0,370,16,4
Madera,5,2022-07-11,2022-07-17,527,0,528,0,370,14,5
Madera,6,2022-07-18,2022-07-24,548,1,549,1,371,15,4
Madera,7,2022-07-25,2022-07-31,472,0,473,0,371,14,5
Madera,8,2022-08-01,2022-08-07,408,0,409,0,371,23,5
Madera,9,2022-08-08,2022-08-14,293,0,294,0,371,16,4
Madera,10,2022-08-15,2022-08-21,304,2,305,2,373,20,4
Madera,11,2022-08-22,2022-08-28,295,0,296,0,373,19,4
Madera,12,2022-08-29,2022-09-04,236,0,237,0,373,16,5
Madera,13,2022-09-05,2022-09-11,220,0,221,0,373,11,3
Madera,14,2022-09-12,2022-09-18,115,1,115,1,374,12,2
Madera,15,2022-09-19,2022-09-25,89,0,89,0,374,11,2
Madera,16,2022-09-26,2022-10-02,70,0,70,0,374,9,2
Madera,17,2022-10-03,2022-10-09,53,1,53,1,375,8,2
Madera,18,2022-10-10,2022-10-16,50,0,50,0,375,5,2
Madera,19,2022-10-17,2022-10-23,62,0,63,0,375,3,2
Madera,20,2022-10-24,2022-10-30,57,0,58,0,375,5,2
Madera,21,2022-10-31,2022-11-06,74,0,75,0,375,8,5
Madera,22,2022-11-07,2022-11-13,86,0,87,0,375,7,2
Madera,23,2022-11-14,2022-11-20,166,0,168,0,375,14,0
Madera,24,2022-11-21,2022-11-27,128,0,130,0,375,13,2
Madera,25,2022-11-28,2022-12-04,226,0,230,0,375,14,3
Madera,26,2022-12-05,2022-12-11,196,0,201,0,375,17,2
Madera,27,2022-12-12,2022-12-18,186,0,192,0,375,11,1
Madera,28,2022-12-19,2022-12-25,170,0,181,0,375,8,1
Madera,29,2022-12-26,2023-01-01,137,0,264,0,375,4,0
Marin,1,2022-06-13,2022-06-19,671,0,672,0,302,21,2
Marin,2,2022-06-20,2022-06-26,666,1,667,1,303,26,3
Marin,3,2022-06-27,2022-07-03,659,1,660,1,304,26,2
Marin,4,2022-07-04,2022-07-10,576,1,577,1,305,19,2
Marin,5,2022-07-11,2022-07-17,515,1,516,1,306,18,6
Marin,6,2022-07-18,2022-07-24,516,2,517,2,308,21,3
Marin,7,2022-07-25,2022-07-31,409,0,410,0,308,35,3
Marin,8,2022-08-01,2022-08-07,370,3,371,3,311,28,3
Marin,9,2022-08-08,2022-08-14,301,0,302,0,311,16,0
Marin,10,2022-08-15,2022-08-21,245,0,246,0,311,19,3
Marin,11,2022-08-22,2022-08-28,228,2,229,2,313,16,1
Marin,12,2022-08-29,2022-09-04,194,0,195,0,313,12,1
Marin,13,2022-09-05,2022-09-11,170,2,171,2,315,12,0
Marin,14,2022-09-12,2022-09-18,141,0,142,0,315,8,0
Marin,15,2022-09-19,2022-09-25,153,0,154,0,315,7,0
Marin,16,2022-09-26,2022-10-02,197,0,198,0,315,7,2
Marin,17,2022-10-03,2022-10-09,170,0,171,0,315,5,0
Marin,18,2022-10-10,2022-10-16,143,0,144,0,315,7,1
Marin,19,2022-10-17,2022-10-23,145,1,146,1,316,11,3
Marin,20,2022-10-24,2022-10-30,130,1,131,1,317,11,0
Marin,21,2022-10-31,2022-11-06,137,0,139,0,317,7,0
Marin,22,2022-11-07,2022-11-13,166,0,168,0,317,11,0
Marin,23,2022-11-14,2022-11-20,181,0,184,0,317,8,0
Marin,24,2022-11-21,2022-11-27,267,0,271,0,317,15,1
Marin,25,2022-11-28,2022-12-04,303,0,309,0,317,14,1
Marin,26,2022-12-05,2022-12-11,314,0,322,0,317,19,1
Marin,27,2022-12-12,2022-12-18,275,0,285,0,317,17,1
Marin,28,2022-12-19,2022-12-25,212,0,225,0,317,36,3
Marin,29,2022-12-26,2023-01-01,191,0,432,0,317,25,3
Mariposa,1,2022-06-13,2022-06-19,52,0,52,0,28,0,0
Mariposa,2,2022-06-20,2022-06-26,54,0,54,0,28,0,0
Mariposa,3,2022-06-27,2022-07-03,40,0,40,0,28,0,0
Mariposa,4,2022-07-04,2022-07-10,49,0,49,0,28,0,0
Mariposa,5,2022-07-11,2022-07-17,42,1,42,1,29,0,0
Mariposa,6,2022-07-18,2022-07-24,44,0,44,0,29,0,0
Mariposa,7,2022-07-25,2022-07-31,19,0,19,0,29,0,0
Mariposa,8,2022-08-01,2022-08-07,28,0,28,0,29,0,0
Mariposa,9,2022-08-08,2022-08-14,12,0,12,0,29,0,0
Mariposa,10,2022-08-15,2022-08-21,13,0,13,0,29,0,0
Mariposa,11,2022-08-22,2022-08-28,17,0,17,0,29,0,0
Mariposa,12,2022-08-29,2022-09-04,16,0,16,0,29,0,0
Mariposa,13,2022-09-05,2022-09-11,12,0,12,0,29,0,0
Mariposa,14,2022-09-12,2022-09-18,12,0,12,0,29,0,0
Mariposa,15,2022-09-19,2022-09-25,4,1,4,1,30,0,0
Mariposa,16,2022-09-26,2022-10-02,5,0,5,0,30,0,0
Mariposa,17,2022-10-03,2022-10-09,4,0,4,0,30,0,0
Mariposa,18,2022-10-10,2022-10-16,6,0,6,0,30,0,0
Mariposa,19,2022-10-17,2022-10-23,10,0,10,0,30,0,0
Mariposa,20,2022-10-24,2022-10-30,10,0,10,0,30,0,0
Mariposa,21,2022-10-31,2022-11-06,11,0,11,0,30,0,0
Mariposa,22,2022-11-07,2022-11-13,14,0,14,0,30,0,0
Mariposa,23,2022-11-14,2022-11-20,15,0,15,0,30,0,0
Mariposa,24,2022-11-21,2022-11-27,16,0,16,0,30,0,0
Mariposa,25,2022-11-28,2022-12-04,16,0,16,0,30,0,0
Mariposa,26,2022-12-05,2022-12-11,14,0,14,0,30,0,0
Mariposa,27,2022-12-12,2022-12-18,4,0,4,0,30,0,0
Mariposa,28,2022-12-19,2022-12-25,10,0,11,0,30,0,0
Mariposa,29,2022-12-26,2023-01-01,7,0,28,0,30,0,0
Mendocino,1,2022-06-13,2022-06-19,175,0,175,0,130,6,1
Mendocino,2,2022-06-20,2022-06-26,151,0,151,0,130,4,0
Mendocino,3,2022-06-27,2022-07-03,181,3,181,3,133,5,0
Mendocino,4,2022-07-04,2022-07-10,171,0,171,0,133,6,0
Mendocino,5,2022-07-11,2022-07-17,175,0,175,0,133,9,2
Mendocino,6,2022-07-18,2022-07-24,186,0,186,0,133,8,1
Mendocino,7,2022-07-25,2022-07-31,205,1,205,1,134,4,0
Mendocino,8,2022-08-01,2022-08-07,129,1,129,1,135,2,1
Mendocino,9,2022-08-08,2022-08-14,99,0,99,0,135,8,2
Mendocino,10,2022-08-15,2022-08-21,104,0,104,0,135,6,3
Mendocino,11,2022-08-22,2022-08-28,102,0,102,0,135,4,2
Mendocino,12,2022-08-29,2022-09-04,64,1,64,1,136,4,2
Mendocino,13,2022-09-05,2022-09-11,46,0,46,0,136,4,1
Mendocino,14,2022-09-12,2022-09-18,44,0,44,0,136,4,2
Mendocino,15,2022-09-19,2022-09-25,30,0,30,0,136,2,0
Mendocino,16,2022-09-26,2022-10-02,48,0,48,0,136,2,0
Mendocino,17,2022-10-03,2022-10-09,22,0,22,0,136,4,2
Mendocino,18,2022-10-10,2022-10-16,42,0,42,0,136,3,1
Mendocino,19,2022-10-17,2022-10-23,42,0,42,0,136,2,0
Mendocino,20,2022-10-24,2022-10-30,25,0,25,0,136,4,1
Mendocino,21,2022-10-31,2022-11-06,30,0,30,0,136,4,0
Mendocino,22,2022-11-07,2022-11-13,32,0,32,0,136,3,1
Mendocino,23,2022-11-14,2022-11-20,40,0,41,0,136,4,0
Mendocino,24,2022-11-21,2022-11-27,39,0,40,0,136,6,2
Mendocino,25,2022-11-28,2022-12-04,50,1,51,1,137,10,4
Mendocino,26,2022-12-05,2022-12-11,48,0,49,0,137,7,1
Mendocino,27,2022-12-12,2022-12-18,59,0,61,0,137,5,0
Mendocino,28,2022-12-19,2022-12-25,69,0,73,0,137,9,1
Mendocino,29,2022-12-26,2023-01-01,61,0,133,0,137,9,3
Merced,1,2022-06-13,2022-06-19,556,3,557,3,831,12,1
Merced,2,2022-06-20,2022-06-26,585,2,586,2,833,8,3
Merced,3,2022-06-27,2022-07-03,677,1,678,1,834,13,1
Merced,4,2022-07-04,2022-07-10,651,5,652,5,839,17,1
Merced,5,2022-07-11,2022-07-17,772,2,774,2,841,17,1
Merced,6,2022-07-18,2022-07-24,709,2,711,2,843,20,2
Merced,7,2022-07-25,2022-07-31,666,6,668,6,849,26,3
Merced,8,2022-08-01,2022-08-07,525,0,526,0,849,22,6
Merced,9,2022-08-08,2022-08-14,452,3,453,3,852,14,3
Merced,10,2022-08-15,2022-08-21,451,4,452,4,856,12,1
Merced,11,2022-08-22,2022-08-28,401,3,402,3,859,10,1
Merced,12,2022-08-29,2022-09-04,291,1,292,1,860,12,1
Merced,13,2022-09-05,2022-09-11,218,3,219,3,863,10,1
Merced,14,2022-09-12,2022-09-18,172,2,173,2,865,6,1
Merced,15,2022-09-19,2022-09-25,122,2,123,2,867,8,0
Merced,16,2022-09-26,2022-10-02,101,3,102,3,870,5,0
Merced,17,2022-10-03,2022-10-09,96,1,97,1,871,9,1
Merced,18,2022-10-10,2022-10-16,119,0,120,0,871,14,3
Merced,19,2022-10-17,2022-10-23,98,3,99,3,874,10,2
Merced,20,2022-10-24,2022-10-30,85,0,86,0,874,5,0
Merced,21,2022-10-31,2022-11-06,140,3,142,3,877,6,0
Merced,22,2022-11-07,2022-11-13,166,0,168,0,877,8,1
Merced,23,2022-11-14,2022-11-20,222,0,225,0,877,9,3
Merced,24,2022-11-21,2022-11-27,313,4,318,5,881,12,1
Merced,25,2022-11-28,2022-12-04,402,1,410,1,882,25,3
Merced,26,2022-12-05,2022-12-11,267,0,274,0,882,14,1
Merced,27,2022-12-12,2022-12-18,244,0,252,0,882,15,1
Merced,28,2022-12-19,2022-12-25,185,0,196,0,882,19,2
Merced,29,2022-12-26,2023-01-01,165,0,292,0,882,14,5
Modoc,1,2022-06-13,2022-06-19,2,0,2,0,8,1,0
Modoc,2,2022-06-20,2022-06-26,9,0,9,0,8,0,0
Modoc,3,2022-06-27,2022-07-03,11,0,11,0,8,1,0
Modoc,4,2022-07-04,2022-07-10,27,0,27,0,8,0,0
Modoc,5,2022-07-11,2022-07-17,11,0,11,0,8,1,0
Modoc,6,2022-07-18,2022-07-24,8,1,8,1,9,0,0
Modoc,7,2022-07-25,2022-07-31,12,0,12,0,9,0,0
Modoc,8,2022-08-01,2022-08-07,5,0,5,0,9,0,0
Modoc,9,2022-08-08,2022-08-14,4,0,4,0,9,0,0
Modoc,10,2022-08-15,2022-08-21,6,0,6,0,9,0,0
Modoc,11,2022-08-22,2022-08-28,2,0,2,0,9,0,0
Modoc,12,2022-08-29,2022-09-04,3,0,3,0,9,0,0
Modoc,13,2022-09-05,2022-09-11,2,0,2,0,9,0,0
Modoc,14,2022-09-12,2022-09-18,1,0,1,0,9,0,0
Modoc,15,2022-09-19,2022-09-25,1,0,1,0,9,0,0
Modoc,16,2022-09-26,2022-10-02,2,0,2,0,9,0,0
Modoc,17,2022-10-03,2022-10-09,5,0,5,0,9,0,0
Modoc,18,2022-10-10,2022-10-16,1,0,1,0,9,0,0
Modoc,19,2022-10-17,2022-10-23,1,0,1,0,9,0,0
Modoc,20,2022-10-24,2022-10-30,1,0,1,0,9,0,0
Modoc,21,2022-10-31,2022-11-06,2,0,2,0,9,0,0
Modoc,22,2022-11-07,2022-11-13,3,0,3,0,9,1,0
Modoc,23,2022-11-14,2022-11-20,4,0,4,0,9,1,0
Modoc,24,2022-11-21,2022-11-27,7,0,7,0,9,1,0
Modoc,25,2022-11-28,2022-12-04,12,0,12,0,9,1,0
Modoc,26,2022-12-05,2022-12-11,7,0,7,0,9,0,0
Modoc,27,2022-12-12,2022-12-18,9,0,9,0,9,0,0
Modoc,28,2022-12-19,2022-12-25,3,0,3,0,9,0,0
Modoc,29,2022-12-26,2023-01-01,10,0,12,0,9,0,0
Mono,1,2022-06-13,2022-06-19,8,1,8,1,7,0,0
Mono,2,2022-06-20,2022-06-26,16,0,16,0,7,0,0
Mono,3,2022-06-27,2022-07-03,31,0,31,0,7,1,0
Mono,4,2022-07-04,2022-07-10,11,0,11,0,7,0,0
Mono,5,2022-07-11,2022-07-17,9,0,9,0,7,1,1
Mono,6,2022-07-18,2022-07-24,16,0,16,0,7,0,0
Mono,7,2022-07-25,2022-07-31,8,0,8,0,7,0,0
Mono,8,2022-08-01,2022-08-07,7,0,7,0,7,1,0
Mono,9,2022-08-08,2022-08-14,5,0,5,0,7,0,0
Mono,10,2022-08-15,2022-08-21,5,0,5,0,7,0,0
Mono,11,2022-08-22,2022-08-28,1,0,1,0,7,0,0
Mono,12,2022-08-29,2022-09-04,5,0,5,0,7,0,0
