county,time,start_date,end_date,cases,deaths,est_cases,est_deaths,cumulative_deaths,hospitalized,icu
Tehama,18,2022-10-10,2022-10-16,18,0,18,0,215,0,0
Tehama,19,2022-10-17,2022-10-23,34,0,34,0,215,1,0
Tehama,20,2022-10-24,2022-10-30,23,0,23,0,215,1,0
Tehama,21,2022-10-31,2022-11-06,47,0,48,0,215,2,0
Tehama,22,2022-11-07,2022-11-13,37,0,37,0,215,2,0
Tehama,23,2022-11-14,2022-11-20,77,0,78,0,215,3,2
Tehama,24,2022-11-21,2022-11-27,59,0,60,0,215,8,3
Tehama,25,2022-11-28,2022-12-04,98,2,100,2,217,7,0
Tehama,26,2022-12-05,2022-12-11,76,1,78,1,218,6,0
Tehama,27,2022-12-12,2022-12-18,64,0,66,0,218,6,0
Tehama,28,2022-12-19,2022-12-25,44,1,47,5,219,3,1
Tehama,29,2022-12-26,2023-01-01,40,1,68,11,220,2,0
Trinity,1,2022-06-13,2022-06-19,10,0,10,0,20,0,0
Trinity,2,2022-06-20,2022-06-26,22,0,22,0,20,1,0
Trinity,3,2022-06-27,2022-07-03,21,0,21,0,20,2,0
Trinity,4,2022-07-04,2022-07-10,30,0,30,0,20,0,0
Trinity,5,2022-07-11,2022-07-17,23,0,23,0,20,1,0
Trinity,6,2022-07-18,2022-07-24,14,0,14,0,20,0,0
Trinity,7,2022-07-25,2022-07-31,10,1,10,1,21,0,0
Trinity,8,2022-08-01,2022-08-07,5,0,5,0,21,0,0
Trinity,9,2022-08-08,2022-08-14,9,0,9,0,21,0,0
Trinity,10,2022-08-15,2022-08-21,9,0,9,0,21,0,0
Trinity,11,2022-08-22,2022-08-28,8,0,8,0,21,0,0
Trinity,12,2022-08-29,2022-09-04,4,0,4,0,21,0,0
Trinity,13,2022-09-05,2022-09-11,2,0,2,0,21,0,0
Trinity,14,2022-09-12,2022-09-18,3,0,3,0,21,0,0
Trinity,15,2022-09-19,2022-09-25,3,0,3,0,21,0,0
Trinity,16,2022-09-26,2022-10-02,1,0,1,0,21,0,0
Trinity,17,2022-10-03,2022-10-09,1,0,1,0,21,0,0
Trinity,18,2022-10-10,2022-10-16,0,0,0,0,21,0,0
Trinity,19,2022-10-17,2022-10-23,1,0,1,0,21,0,0
Trinity,20,2022-10-24,2022-10-30,17,0,17,0,21,4,0
Trinity,21,2022-10-31,2022-11-06,3,0,3,0,21,0,0
Trinity,22,2022-11-07,2022-11-13,9,1,9,1,22,0,0
Trinity,23,2022-11-14,2022-11-20,6,0,6,0,22,0,0
Trinity,24,2022-11-21,2022-11-27,2,0,2,0,22,0,0
Trinity,25,2022-11-28,2022-12-04,4,0,4,0,22,0,0
Trinity,26,2022-12-05,2022-12-11,2,0,2,0,22,0,0
Trinity,27,2022-12-12,2022-12-18,3,0,3,0,22,0,0
Trinity,28,2022-12-19,2022-12-25,3,0,3,0,22,0,0
Trinity,29,2022-12-26,2023-01-01,2,0,3,0,22,0,0
Tulare,1,2022-06-13,2022-06-19,881,6,883,6,1505,31,0
Tulare,2,2022-06-20,2022-06-26,903,2,905,2,1507,39,1
Tulare,3,2022-06-27,2022-07-03,1022,2,1024,2,1509,33,3
Tulare,4,2022-07-04,2022-07-10,1226,5,1229,5,1514,47,1
Tulare,5,2022-07-11,2022-07-17,1213,1,1216,1,1515,41,1
Tulare,6,2022-07-18,2022-07-24,1158,1,1161,1,1516,38,1
Tulare,7,2022-07-25,2022-07-31,1027,1,1029,1,1517,41,2
Tulare,8,2022-08-01,2022-08-07,913,5,915,5,1522,44,3
Tulare,9,2022-08-08,2022-08-14,715,2,717,2,1524,29,3
Tulare,10,2022-08-15,2022-08-21,735,3,737,3,1527,32,1
Tulare,11,2022-08-22,2022-08-28,678,1,680,1,1528,37,1
Tulare,12,2022-08-29,2022-09-04,487,2,489,2,1530,34,1
Tulare,13,2022-09-05,2022-09-11,346,3,347,3,1533,40,0
Tulare,14,2022-09-12,2022-09-18,220,2,221,2,1535,31,1
Tulare,15,2022-09-19,2022-09-25,178,2,179,2,1537,19,2
Tulare,16,2022-09-26,2022-10-02,159,3,160,3,1540,22,2
Tulare,17,2022-10-03,2022-10-09,140,1,141,1,1541,12,2
Tulare,18,2022-10-10,2022-10-16,133,1,134,1,1542,12,1
Tulare,19,2022-10-17,2022-10-23,102,0,103,0,1542,17,1
Tulare,20,2022-10-24,2022-10-30,149,1,150,1,1543,12,1
Tulare,21,2022-10-31,2022-11-06,155,0,157,0,1543,12,0
Tulare,22,2022-11-07,2022-11-13,266,0,269,0,1543,15,1
Tulare,23,2022-11-14,2022-11-20,424,0,430,0,1543,22,0
Tulare,24,2022-11-21,2022-11-27,427,0,434,0,1543,34,0
Tulare,25,2022-11-28,2022-12-04,566,0,577,0,1543,39,1
Tulare,26,2022-12-05,2022-12-11,442,0,453,0,1543,22,2
Tulare,27,2022-12-12,2022-12-18,437,0,452,0,1543,54,1
Tulare,28,2022-12-19,2022-12-25,446,0,473,0,1543,41,1
Tulare,29,2022-12-26,2023-01-01,410,0,842,0,1543,60,3
Tuolumne,1,2022-06-13,2022-06-19,142,0,142,0,192,3,1
Tuolumne,2,2022-06-20,2022-06-26,170,4,170,4,196,1,0
Tuolumne,3,2022-06-27,2022-07-03,169,0,169,0,196,9,1
Tuolumne,4,2022-07-04,2022-07-10,238,0,238,0,196,5,0
Tuolumne,5,2022-07-11,2022-07-17,241,4,242,4,200,5,0
Tuolumne,6,2022-07-18,2022-07-24,199,1,199,1,201,5,0
Tuolumne,7,2022-07-25,2022-07-31,153,0,153,0,201,5,0
Tuolumne,8,2022-08-01,2022-08-07,124,3,124,3,204,5,0
Tuolumne,9,2022-08-08,2022-08-14,105,0,105,0,204,1,0
Tuolumne,10,2022-08-15,2022-08-21,107,0,107,0,204,1,0
Tuolumne,11,2022-08-22,2022-08-28,100,1,100,1,205,2,0
Tuolumne,12,2022-08-29,2022-09-04,59,0,59,0,205,2,0
Tuolumne,13,2022-09-05,2022-09-11,65,0,65,0,205,3,1
Tuolumne,14,2022-09-12,2022-09-18,56,0,56,0,205,0,0
Tuolumne,15,2022-09-19,2022-09-25,46,0,46,0,205,1,0
Tuolumne,16,2022-09-26,2022-10-02,24,0,24,0,205,1,0
Tuolumne,17,2022-10-03,2022-10-09,25,1,25,1,206,1,0
Tuolumne,18,2022-10-10,2022-10-16,40,0,40,0,206,1,0
Tuolumne,19,2022-10-17,2022-10-23,29,1,29,1,207,0,0
Tuolumne,20,2022-10-24,2022-10-30,19,0,19,0,207,3,0
Tuolumne,21,2022-10-31,2022-11-06,75,0,76,0,207,2,0
Tuolumne,22,2022-11-07,2022-11-13,67,0,68,0,207,4,0
Tuolumne,23,2022-11-14,2022-11-20,83,0,84,0,207,1,0
Tuolumne,24,2022-11-21,2022-11-27,74,0,75,0,207,3,0
Tuolumne,25,2022-11-28,2022-12-04,88,0,90,0,207,4,0
Tuolumne,26,2022-12-05,2022-12-11,134,0,137,0,207,6,1
Tuolumne,27,2022-12-12,2022-12-18,81,1,84,3,208,3,0
Tuolumne,28,2022-12-19,2022-12-25,79,0,84,0,208,7,2
Tuolumne,29,2022-12-26,2023-01-01,68,0,132,0,208,5,0
Ventura,1,2022-06-13,2022-06-19,1837,1,1840,1,1520,56,4
Ventura,2,2022-06-20,2022-06-26,2047,2,2051,2,1522,59,1
Ventura,3,2022-06-27,2022-07-03,2132,3,2136,3,1525,89,3
Ventura,4,2022-07-04,2022-07-10,2285,8,2290,8,1533,82,4
Ventura,5,2022-07-11,2022-07-17,2341,4,2346,4,1537,87,6
Ventura,6,2022-07-18,2022-07-24,2204,4,2209,4,1541,77,7
Ventura,7,2022-07-25,2022-07-31,1894,9,1899,9,1550,82,6
Ventura,8,2022-08-01,2022-08-07,1544,6,1548,6,1556,74,7
Ventura,9,2022-08-08,2022-08-14,1471,5,1475,5,1561,80,8
Ventura,10,2022-08-15,2022-08-21,1328,4,1332,4,1565,70,6
Ventura,11,2022-08-22,2022-08-28,1040,4,1043,4,1569,51,3
Ventura,12,2022-08-29,2022-09-04,953,8,956,8,1577,44,2
Ventura,13,2022-09-05,2022-09-11,770,1,773,1,1578,53,5
Ventura,14,2022-09-12,2022-09-18,624,2,627,2,1580,48,7
Ventura,15,2022-09-19,2022-09-25,543,5,546,5,1585,36,3
Ventura,16,2022-09-26,2022-10-02,481,0,484,0,1585,37,4
Ventura,17,2022-10-03,2022-10-09,404,3,406,3,1588,39,3
Ventura,18,2022-10-10,2022-10-16,341,3,343,3,1591,39,2
Ventura,19,2022-10-17,2022-10-23,306,4,309,4,1595,37,3
Ventura,20,2022-10-24,2022-10-30,345,1,348,1,1596,36,2
Ventura,21,2022-10-31,2022-11-06,416,3,421,3,1599,44,1
Ventura,22,2022-11-07,2022-11-13,527,1,534,1,1600,37,2
Ventura,23,2022-11-14,2022-11-20,698,0,708,0,1600,35,1
Ventura,24,2022-11-21,2022-11-27,845,2,859,2,1602,45,2
Ventura,25,2022-11-28,2022-12-04,1149,2,1171,3,1604,73,4
Ventura,26,2022-12-05,2022-12-11,907,2,930,3,1606,74,8
Ventura,27,2022-12-12,2022-12-18,881,0,912,0,1606,82,6
Ventura,28,2022-12-19,2022-12-25,877,0,931,0,1606,76,9
Ventura,29,2022-12-26,2023-01-01,810,1,1867,14,1607,99,11
Yolo,1,2022-06-13,2022-06-19,710,2,711,2,368,3,2
Yolo,2,2022-06-20,2022-06-26,760,1,761,1,369,9,1
Yolo,3,2022-06-27,2022-07-03,606,3,607,3,372,7,2
Yolo,4,2022-07-04,2022-07-10,465,3,466,3,375,10,3
Yolo,5,2022-07-11,2022-07-17,430,3,431,3,378,5,1
Yolo,6,2022-07-18,2022-07-24,414,3,415,3,381,7,2
Yolo,7,2022-07-25,2022-07-31,345,3,346,3,384,5,1
Yolo,8,2022-08-01,2022-08-07,292,1,293,1,385,7,1
Yolo,9,2022-08-08,2022-08-14,264,4,265,4,389,3,0
Yolo,10,2022-08-15,2022-08-21,206,1,207,1,390,7,0
Yolo,11,2022-08-22,2022-08-28,192,0,193,0,390,6,3
Yolo,12,2022-08-29,2022-09-04,175,3,176,3,393,4,0
Yolo,13,2022-09-05,2022-09-11,125,2,125,2,395,5,2
Yolo,14,2022-09-12,2022-09-18,95,1,95,1,396,4,1
Yolo,15,2022-09-19,2022-09-25,112,5,113,5,401,4,2
Yolo,16,2022-09-26,2022-10-02,134,2,135,2,403,5,1
Yolo,17,2022-10-03,2022-10-09,91,2,92,2,405,2,0
Yolo,18,2022-10-10,2022-10-16,110,2,111,2,407,6,3
Yolo,19,2022-10-17,2022-10-23,88,1,89,1,408,6,0
Yolo,20,2022-10-24,2022-10-30,75,0,76,0,408,4,1
Yolo,21,2022-10-31,2022-11-06,181,2,183,2,410,3,0
Yolo,22,2022-11-07,2022-11-13,141,5,143,5,415,0,0
Yolo,23,2022-11-14,2022-11-20,131,4,133,5,419,9,2
Yolo,24,2022-11-21,2022-11-27,157,4,160,5,423,5,2
Yolo,25,2022-11-28,2022-12-04,207,2,211,2,425,6,3
Yolo,26,2022-12-05,2022-12-11,227,2,233,3,427,9,1
Yolo,27,2022-12-12,2022-12-18,163,0,169,0,427,7,0
Yolo,28,2022-12-19,2022-12-25,138,0,146,0,427,7,1
Yolo,29,2022-12-26,2023-01-01,118,0,241,0,427,4,1
Yuba,1,2022-06-13,2022-06-19,145,0,145,0,119,15,6
Yuba,2,2022-06-20,2022-06-26,166,2,166,2,121,10,2
Yuba,3,2022-06-27,2022-07-03,191,0,191,0,121,8,2
Yuba,4,2022-07-04,2022-07-10,193,0,193,0,121,8,2
Yuba,5,2022-07-11,2022-07-17,212,0,212,0,121,15,0
Yuba,6,2022-07-18,2022-07-24,188,0,188,0,121,14,1
Yuba,7,2022-07-25,2022-07-31,155,0,155,0,121,9,0
Yuba,8,2022-08-01,2022-08-07,147,0,147,0,121,5,0
Yuba,9,2022-08-08,2022-08-14,125,0,125,0,121,6,0
Yuba,10,2022-08-15,2022-08-21,126,0,126,0,121,15,3
Yuba,11,2022-08-22,2022-08-28,138,0,138,0,121,18,1
Yuba,12,2022-08-29,2022-09-04,102,0,102,0,121,18,1
Yuba,13,2022-09-05,2022-09-11,87,0,87,0,121,6,0
Yuba,14,2022-09-12,2022-09-18,59,0,59,0,121,5,1
Yuba,15,2022-09-19,2022-09-25,46,0,46,0,121,6,0
Yuba,16,2022-09-26,2022-10-02,33,0,33,0,121,6,0
Yuba,17,2022-10-03,2022-10-09,24,0,24,0,121,1,1
Yuba,18,2022-10-10,2022-10-16,42,0,42,0,121,1,0
Yuba,19,2022-10-17,2022-10-23,47,0,47,0,121,7,1
Yuba,20,2022-10-24,2022-10-30,42,0,42,0,121,2,0
Yuba,21,2022-10-31,2022-11-06,46,0,47,0,121,4,0
Yuba,22,2022-11-07,2022-11-13,54,0,55,0,121,6,1
Yuba,23,2022-11-14,2022-11-20,78,0,79,0,121,8,1
Yuba,24,2022-11-21,2022-11-27,77,0,78,0,121,9,0
Yuba,25,2022-11-28,2022-12-04,92,0,94,0,121,13,0
Yuba,26,2022-12-05,2022-12-11,67,0,69,0,121,12,0
Yuba,27,2022-12-12,2022-12-18,77,0,80,0,121,8,0
Yuba,28,2022-12-19,2022-12-25,103,0,109,0,121,15,0
Yuba,29,2022-12-26,2023-01-01,77,0,158,0,121,18,1
Bay,1,2022-06-13,2022-06-19,25280,45,25327,45,8969,617,74
Bay,2,2022-06-20,2022-06-26,27024,42,27076,42,9011,728,63
Bay,3,2022-06-27,2022-07-03,26988,50,27042,50,9061,770,89
Bay,4,2022-07-04,2022-07-10,25585,54,25639,54,9115,816,121
Bay,5,2022-07-11,2022-07-17,23401,34,23453,34,9149,839,125
Bay,6,2022-07-18,2022-07-24,21473,51,21522,51,9200,894,110
Bay,7,2022-07-25,2022-07-31,18849,58,18893,58,9258,923,117
Bay,8,2022-08-01,2022-08-07,16103,60,16145,60,9318,837,115
Bay,9,2022-08-08,2022-08-14,12904,41,12939,41,9359,759,84
Bay,10,2022-08-15,2022-08-21,11018,45,11050,45,9404,654,90
Bay,11,2022-08-22,2022-08-28,9421,32,9451,32,9436,524,76
Bay,12,2022-08-29,2022-09-04,7743,32,7770,32,9468,509,77
Bay,13,2022-09-05,2022-09-11,6722,27,6748,27,9495,530,79
Bay,14,2022-09-12,2022-09-18,5871,31,5897,31,9526,453,49
Bay,15,2022-09-19,2022-09-25,5499,24,5525,24,9550,423,45
Bay,16,2022-09-26,2022-10-02,5575,17,5604,17,9567,371,53
Bay,17,2022-10-03,2022-10-09,5009,11,5038,11,9578,359,50
Bay,18,2022-10-10,2022-10-16,4761,19,4795,19,9597,351,49
Bay,19,2022-10-17,2022-10-23,4564,16,4601,16,9613,333,46
Bay,20,2022-10-24,2022-10-30,4924,16,4973,16,9629,359,39
Bay,21,2022-10-31,2022-11-06,5992,23,6060,25,9652,345,46
Bay,22,2022-11-07,2022-11-13,6412,16,6492,17,9668,428,42
Bay,23,2022-11-14,2022-11-20,7706,26,7817,29,9694,456,68
Bay,24,2022-11-21,2022-11-27,9467,22,9625,26,9716,591,70
Bay,25,2022-11-28,2022-12-04,12929,28,13182,35,9744,695,74
Bay,26,2022-12-05,2022-12-11,12385,23,12695,33,9767,778,86
Bay,27,2022-12-12,2022-12-18,10760,13,11132,24,9780,829,96
Bay,28,2022-12-19,2022-12-25,9482,3,10060,14,9783,752,101
Bay,29,2022-12-26,2023-01-01,8053,9,16190,106,9792,851,93
Central,1,2022-06-13,2022-06-19,8718,25,8734,25,11038,316,33
Central,2,2022-06-20,2022-06-26,9499,18,9516,18,11056,398,40
Central,3,2022-06-27,2022-07-03,9920,20,9938,20,11076,442,48
Central,4,2022-07-04,2022-07-10,10998,39,11020,39,11115,490,38
Central,5,2022-07-11,2022-07-17,11850,31,11876,31,11146,541,52
Central,6,2022-07-18,2022-07-24,11025,28,11049,28,11174,564,60
Central,7,2022-07-25,2022-07-31,10203,32,10225,32,11206,589,56
Central,8,2022-08-01,2022-08-07,8633,30,8653,30,11236,546,61
Central,9,2022-08-08,2022-08-14,7137,32,7156,32,11268,463,49
Central,10,2022-08-15,2022-08-21,6390,22,6409,22,11290,427,48
Central,11,2022-08-22,2022-08-28,5668,22,5684,22,11312,400,38
Central,12,2022-08-29,2022-09-04,4505,28,4520,28,11340,393,37
Central,13,2022-09-05,2022-09-11,3373,19,3387,19,11359,369,36
Central,14,2022-09-12,2022-09-18,2376,27,2386,27,11386,298,30
Central,15,2022-09-19,2022-09-25,1885,15,1894,15,11401,250,27
Central,16,2022-09-26,2022-10-02,1661,13,1670,13,11414,229,22
Central,17,2022-10-03,2022-10-09,1425,14,1433,14,11428,194,27
Central,18,2022-10-10,2022-10-16,1470,9,1480,9,11437,196,32
Central,19,2022-10-17,2022-10-23,1420,10,1432,10,11447,186,15
Central,20,2022-10-24,2022-10-30,1561,9,1575,9,11456,199,24
Central,21,2022-10-31,2022-11-06,2102,16,2125,16,11472,188,22
Central,22,2022-11-07,2022-11-13,2624,8,2657,9,11480,221,30
Central,23,2022-11-14,2022-11-20,3721,11,3773,12,11491,280,29
Central,24,2022-11-21,2022-11-27,4083,11,4151,14,11502,386,43
Central,25,2022-11-28,2022-12-04,5532,16,5640,20,11518,485,50
Central,26,2022-12-05,2022-12-11,4815,15,4934,22,11533,488,52
Central,27,2022-12-12,2022-12-18,4008,10,4144,21,11543,514,51
Central,28,2022-12-19,2022-12-25,3746,3,3978,9,11546,495,57
Central,29,2022-12-26,2023-01-01,3317,0,7031,0,11546,521,62
Lower Southern,1,2022-06-13,2022-06-19,27074,34,27123,34,27872,633,60
Lower Southern,2,2022-06-20,2022-06-26,29360,45,29415,45,27917,764,91
Lower Southern,3,2022-06-27,2022-07-03,33418,56,33485,56,27973,842,111
Lower Southern,4,2022-07-04,2022-07-10,37189,59,37267,59,28032,1063,119
Lower Southern,5,2022-07-11,2022-07-17,39524,70,39609,70,28102,1191,127
Lower Southern,6,2022-07-18,2022-07-24,36109,93,36192,93,28195,1249,123
Lower Southern,7,2022-07-25,2022-07-31,29926,94,29998,94,28289,1179,139
Lower Southern,8,2022-08-01,2022-08-07,24474,67,24535,67,28356,1081,110
Lower Southern,9,2022-08-08,2022-08-14,20334,82,20390,82,28438,961,116
Lower Southern,10,2022-08-15,2022-08-21,17922,55,17974,55,28493,891,96
Lower Southern,11,2022-08-22,2022-08-28,15136,55,15184,55,28548,751,81
Lower Southern,12,2022-08-29,2022-09-04,11628,52,11669,52,28600,684,90
Lower Southern,13,2022-09-05,2022-09-11,8790,51,8825,51,28651,642,81
Lower Southern,14,2022-09-12,2022-09-18,7513,40,7545,40,28691,571,79
Lower Southern,15,2022-09-19,2022-09-25,6759,38,6792,38,28729,516,73
Lower Southern,16,2022-09-26,2022-10-02,6204,41,6236,42,28770,475,59
Lower Southern,17,2022-10-03,2022-10-09,5245,23,5277,23,28793,430,55
Lower Southern,18,2022-10-10,2022-10-16,4548,31,4581,32,28824,416,54
Lower Southern,19,2022-10-17,2022-10-23,4571,21,4609,22,28845,344,57
Lower Southern,20,2022-10-24,2022-10-30,4969,27,5017,28,28872,396,60
Lower Southern,21,2022-10-31,2022-11-06,6088,18,6156,20,28890,416,64
Lower Southern,22,2022-11-07,2022-11-13,7327,15,7420,16,28905,482,75
Lower Southern,23,2022-11-14,2022-11-20,9680,22,9818,25,28927,603,88
Lower Southern,24,2022-11-21,2022-11-27,12250,30,12454,35,28957,828,109
Lower Southern,25,2022-11-28,2022-12-04,18933,40,19304,51,28997,1049,133
Lower Southern,26,2022-12-05,2022-12-11,15857,49,16251,68,29046,1166,150
Lower Southern,27,2022-12-12,2022-12-18,14430,52,14929,103,29098,1180,142
Lower Southern,28,2022-12-19,2022-12-25,13788,26,14628,119,29124,1142,131
Lower Southern,29,2022-12-26,2023-01-01,12842,3,25708,33,29127,1249,120
North,1,2022-06-13,2022-06-19,7956,23,7968,23,7010,376,47
North,2,2022-06-20,2022-06-26,8461,29,8475,29,7039,416,42
North,3,2022-06-27,2022-07-03,8424,35,8438,35,7074,395,45
North,4,2022-07-04,2022-07-10,7891,39,7907,39,7113,442,55
North,5,2022-07-11,2022-07-17,7660,24,7676,24,7137,443,48
North,6,2022-07-18,2022-07-24,7180,32,7195,32,7169,475,56
North,7,2022-07-25,2022-07-31,6503,40,6518,40,7209,429,56
North,8,2022-08-01,2022-08-07,5657,29,5669,29,7238,401,42
North,9,2022-08-08,2022-08-14,4880,18,4892,18,7256,353,43
North,10,2022-08-15,2022-08-21,4378,25,4389,25,7281,311,53
North,11,2022-08-22,2022-08-28,4016,17,4026,17,7298,331,42
North,12,2022-08-29,2022-09-04,3146,22,3154,22,7320,301,39
North,13,2022-09-05,2022-09-11,2607,21,2615,21,7341,279,37
North,14,2022-09-12,2022-09-18,2248,16,2254,16,7357,264,32
North,15,2022-09-19,2022-09-25,1993,22,2000,22,7379,269,36
North,16,2022-09-26,2022-10-02,1860,21,1867,21,7400,220,36
North,17,2022-10-03,2022-10-09,1580,15,1588,15,7415,181,33
North,18,2022-10-10,2022-10-16,1674,12,1684,12,7427,182,28
North,19,2022-10-17,2022-10-23,1721,6,1735,6,7433,198,32
North,20,2022-10-24,2022-10-30,1574,13,1588,14,7446,187,26
North,21,2022-10-31,2022-11-06,2147,12,2170,13,7458,218,26
North,22,2022-11-07,2022-11-13,2483,15,2513,16,7473,229,28
North,23,2022-11-14,2022-11-20,3073,9,3114,11,7482,262,38
North,24,2022-11-21,2022-11-27,3318,15,3372,17,7497,334,29
North,25,2022-11-28,2022-12-04,4232,19,4313,23,7516,376,52
North,26,2022-12-05,2022-12-11,3597,16,3685,22,7532,425,57
North,27,2022-12-12,2022-12-18,3302,12,3415,23,7544,439,51
North,28,2022-12-19,2022-12-25,2957,4,3138,14,7548,422,46
North,29,2022-12-26,2023-01-01,2607,1,5265,11,7549,452,46
Upper Southern,1,2022-06-13,2022-06-19,32623,73,32682,73,37289,839,81
Upper Southern,2,2022-06-20,2022-06-26,36768,86,36838,86,37375,925,82
Upper Southern,3,2022-06-27,2022-07-03,41955,94,42037,94,37469,1047,101
Upper Southern,4,2022-07-04,2022-07-10,45081,106,45175,106,37575,1315,123
Upper Southern,5,2022-07-11,2022-07-17,48280,129,48385,129,37704,1514,161
Upper Southern,6,2022-07-18,2022-07-24,43879,127,43979,127,37831,1460,148
Upper Southern,7,2022-07-25,2022-07-31,37130,152,37219,152,37983,1419,150
Upper Southern,8,2022-08-01,2022-08-07,31010,143,31089,143,38126,1301,145
Upper Southern,9,2022-08-08,2022-08-14,25757,132,25826,132,38258,1238,147
Upper Southern,10,2022-08-15,2022-08-21,22080,124,22145,125,38382,1122,131
Upper Southern,11,2022-08-22,2022-08-28,19042,102,19102,103,38484,938,93
Upper Southern,12,2022-08-29,2022-09-04,14925,105,14977,106,38589,916,109
Upper Southern,13,2022-09-05,2022-09-11,12048,100,12095,101,38689,859,105
Upper Southern,14,2022-09-12,2022-09-18,10235,73,10280,74,38762,733,94
Upper Southern,15,2022-09-19,2022-09-25,9043,72,9088,73,38834,606,72
Upper Southern,16,2022-09-26,2022-10-02,8498,60,8544,61,38894,594,84
Upper Southern,17,2022-10-03,2022-10-09,6962,67,7004,69,38961,571,55
Upper Southern,18,2022-10-10,2022-10-16,6023,49,6066,51,39010,504,63
Upper Southern,19,2022-10-17,2022-10-23,6102,56,6153,59,39066,497,61
Upper Southern,20,2022-10-24,2022-10-30,6797,44,6863,46,39110,485,54
Upper Southern,21,2022-10-31,2022-11-06,8816,58,8915,62,39168,552,60
Upper Southern,22,2022-11-07,2022-11-13,10310,46,10439,50,39214,672,81
Upper Southern,23,2022-11-14,2022-11-20,13835,75,14033,84,39289,893,104
Upper Southern,24,2022-11-21,2022-11-27,18419,88,18725,104,39377,1151,125
Upper Southern,25,2022-11-28,2022-12-04,26206,104,26717,130,39481,1430,159
Upper Southern,26,2022-12-05,2022-12-11,20417,132,20924,189,39613,1410,159
Upper Southern,27,2022-12-12,2022-12-18,17665,105,18273,204,39718,1426,149
Upper Southern,28,2022-12-19,2022-12-25,15108,75,16021,355,39793,1364,170
Upper Southern,29,2022-12-26,2023-01-01,12872,33,24257,422,39826,1439,172
California,1,2022-06-13,2022-06-19,101651,200,101834,200,92178,2781,295
California,2,2022-06-20,2022-06-26,111112,220,111320,220,92398,3231,318
California,3,2022-06-27,2022-07-03,120705,255,120940,255,92653,3496,394
California,4,2022-07-04,2022-07-10,126744,297,127008,297,92950,4126,456
California,5,2022-07-11,2022-07-17,130715,288,130999,288,93238,4528,513
California,6,2022-07-18,2022-07-24,119666,331,119937,331,93569,4642,497
California,7,2022-07-25,2022-07-31,102611,376,102853,376,93945,4539,518
California,8,2022-08-01,2022-08-07,85877,329,86091,329,94274,4166,473
California,9,2022-08-08,2022-08-14,71012,305,71203,305,94579,3774,439
California,10,2022-08-15,2022-08-21,61788,271,61967,272,94850,3405,418
California,11,2022-08-22,2022-08-28,53283,228,53447,229,95078,2944,330
California,12,2022-08-29,2022-09-04,41947,239,42090,240,95317,2803,352
California,13,2022-09-05,2022-09-11,33540,218,33670,219,95535,2679,338
California,14,2022-09-12,2022-09-18,28243,187,28362,188,95722,2319,284
California,15,2022-09-19,2022-09-25,25179,171,25299,172,95893,2064,253
California,16,2022-09-26,2022-10-02,23798,152,23921,154,96045,1889,254
California,17,2022-10-03,2022-10-09,20221,130,20340,132,96175,1735,220
California,18,2022-10-10,2022-10-16,18476,120,18606,123,96295,1649,226
California,19,2022-10-17,2022-10-23,18378,109,18530,113,96404,1558,211
California,20,2022-10-24,2022-10-30,19825,109,20016,113,96513,1626,203
California,21,2022-10-31,2022-11-06,25145,127,25426,136,96640,1719,218
California,22,2022-11-07,2022-11-13,29156,100,29521,108,96740,2032,256
California,23,2022-11-14,2022-11-20,38015,143,38555,161,96883,2494,327
California,24,2022-11-21,2022-11-27,47537,166,48327,196,97049,3290,376
California,25,2022-11-28,2022-12-04,67832,207,69156,259,97256,4035,468
California,26,2022-12-05,2022-12-11,57071,235,58489,334,97491,4267,504
California,27,2022-12-12,2022-12-18,50165,192,51893,375,97683,4388,489
California,28,2022-12-19,2022-12-25,45081,111,47825,511,97794,4175,505
California,29,2022-12-26,2023-01-01,39691,46,78451,572,97840,4512,493
